de,en
"In den von Snowden durchgesickerten Dokumenten gab es allerdings bisher keinen Beleg, dass die USA die Betriebsgeheimnisse ausländischer Unternehmen an eigene Firmen weitergegeben haben.","In all the documentation leaked by Mr Snowden, there has, however, been no evidence to date that the US has passed on foreign companies' trade secrets to its own companies."
"""Einen absoluten Schutz gibt es nicht, aber eine relative Verbesserung können wir erzielen"", so Häußler.","""There is no such thing as absolute protection, but we can attempt to make a relative improvement,"" said Häußler."
"Stattdessen hat das Eurosystem seine Mitglieder auf Wechselkurse festgenagelt, die für deutsche Exporteure vorteilhaft sind – und das möchten deutsche Politiker gern so lassen.","Rather, the euro system locked in its members at exchange rates favourable to German exporters - something German politicians want to keep."
"„Wir sind deshalb in der heutigen Lage, weil die Labor-Staatsregierung 430 Millionen Dollar aus dem Gesundheitssystem abgezogen hat“, sagte er gegenüber ABC TV.","""The reason we are here is that the Labor State Government ripped $430 million out of its health system,"" he told ABC TV."
"Nach fünf Jahren robusten Wachstums seit der globalen Finanzkrise und billigen Krediten aufgrund einer lockeren Finanzpolitik in den entwickelten Wirtschaftsräumen suchen Familien mit geringeren und mittleren Einkommen Pfandhäuser auf, um so bei stotternder Wirtschaft den Unterschied auszugleichen.","After five years of robust growth since the global financial crisis, and cheap credit fuelled by loose monetary policy in advanced economies, lower- and middle-income families are turning to pawn shops to make up the difference as their economies slow."
"Seine Kokainabhängigkeit führte zu einer hoffnungslosen Kompromittierung und machte ihn empfänglich für die Motive führender Mitglieder der organisierten Kriminalität, die ihn beauftragten, wertvolle Informationen über polizeiliche Ermittlungen einzuholen.",His addiction to cocaine left him hopelessly compromised and vulnerable to the motives of leading members of organised crime groups who tasked him to obtain valuable information regarding police investigations.
"Für alle kleinen Detektive bietet das Freilichtmuseum am Samstag und am Sonntag, jeweils um 12 und 14 Uhr, eine Rätselführung durch das Museum an.","For any miniature detectives, the open air museum will be offering a mystery tour through the museum on Saturday and Sunday, at midday and 2.00 p.m. respectively."
"Gregor Kühn, Fachplaner des beauftragten Ingenieurbüros Wald und Corbe aus Hügelsheim, der das Konzept vorstellte, betonte, dass es das Zusammenspiel aller vorgestellten Maßnahmen benötige, um in der Summe das gewünschte Ziel zu erreichen.","Gregor Kühn, technical planner at the commissioned engineering company, Hügelsheim-based 'Wald und Corbe', who presented the concept, emphasised that it required the interplay of all proposed measures, in order that their sum might achieve the desired goal."
"Darunter verstehen Physiker Änderungen in der Struktur der Raumzeit, die Albert Einstein vor fast 100 Jahren vorausgesagt hatte.","Many physicians perceive this to entail changes in the structure of space-time, which Albert Einstein predicted almost 100 years ago."
"Eine Gruppe der Bürgerinitiative ""Schweizer Wiese"" hat den Bauzaun auf dem Bechtle-Grundstück an der Kurpromenade in Bad Herrenalb verschönert.","A group belonging to the ""Schweizer Wiese"" citizen's initiative has given the hoarding on the Bechtle plot on the spa promenade in Bad Herrenalb a face-lift."
"Mindestens eine Gruppe von Hacktivisten nahm für sich in Anspruch, die NSA-Website mit einem DDoS-Angriff lahmgelegt zu haben.",At least one hacktivist group online claimed that they were responsible for bringing down the NSA site with a DDoS attack.
"Virgin hat bereits mit der CASA Gespräche über eine Nutzungsausweitung seines Wi-Fi-Unterhaltungssystems auf Flügen geführt und erklärt, man sei offen für Veränderungen, diese müssten aber vom Gesetzgeber initiiert werden.","Virgin, which has already been talking to CASA about extending the use its in-flight wi-fi entertainment system, was amenable to a change but said it would take its lead from the regulator."
"Tipps, wie zumindest die Hochzeitsfeier gelingt, gab nun eine Spezialmesse in der Domäne in Hechingen.","Tips, at least as to how the wedding celebration can be a success, have now been given at a special trade fair in the Domäne in Hechingen."
"Ein Bundesberufungsgericht in den USA blockierte am Donnerstag die Anordnung einer Richterin, die Änderungen am Stop-and-Frisk-Programm („Anhalten und durchsuchen“) des New Yorker Polizeidepartments gefordert hatte, und entband die Richterin von dem Fall.",A federal appeals court on Thursday blocked a judge's order requiring changes to the New York Police Department's stop-and-frisk program and removed the judge from the case.
Demnach versteckte der Mann die Frau in einem Wald in der Nähe von Helmstedt.,"According to the statement, the man hid the woman in a forest near Helmstedt."
Die gestiegenen Kosten pro Einheit sind immer noch geringer als bei derzeit verwendeten Maschinen mit zehn Sitzen pro Reihe.,The gain in unit costs is blunted compared with 10-abreast now in use.
Von großem Interesse für die Forscher sind auch Jupiter und seine Monde.,Jupiter and its moons are also of great interest to the researchers.
"Miller sagte, die direkte Verbindung nach Bulgarien, einem Mitglied der Europäischen Union, bedeute, dass die mit Transitländern verknüpften geopolitischen Risiken „für immer“ ausgeschaltet seien.","Miller said the direct connection to Bulgaria, a member of the European Union, means geopolitical risks associated with transit countries are eliminated ""forever."""
"Bereits seit 15 Jahren lädt die Familie Kaul die Dietinger Senioren zu Kaffee, Kuchen und danach zu einem Vesper ein.","It was 15 years ago that the Kaul family first invited the Dietingen senior citizens for coffee and cake, followed by a snack."
"Auch der Überschuss des Verwaltungshaushaltes liege mit etwa 1,8 Millionen Euro rund eine Millionen Euro über dem Ansatz.","The administrative budget surplus, at around EUR 1.8 million, also stood at around EUR one million above projections."
Wir haben letztes Jahr unsere Hunde verkleidet und waren damit zu meinem Erstaunen nicht allein.,We dressed our dogs up last year and to my amazement we were not alone.
"Hintergrund ist ein möglicher Pfarrermangel: Die Evangelisch-lutherische Landeskirche Hannover rechnet damit, dass sich die Zahl ihrer derzeit rund 1.800 Pastorinnen und Pastoren nach jetziger Lage bis 2030 halbieren wird.","This comes at the same time as a possible shortage of ministers: The Protestant Lutheran Regional Church of Hanover calculates that, as things stand, the current number of around 1,800 pastors will be halved by 2030."
Psychosoziale Aspekte sind ebenfalls wichtig.,"Psychosocial aspects are important, too."
"Renamo wollte „die internationale Gemeinschaft warnen, dass die Dinge in Mosambik nicht gut stehen“, sagte Mazanga.","Renamo wanted to ""warn the international community that things were not going well in Mozambique,"" Mr Mazanga said."
Aus acht Metern Entfernung wird auf einen Pflock geworfen.,Horseshoes are thrown onto a peg from a distance of eight metres.
Das Schweigen zuvor war wohl eine Reaktion auf die Geschehnisse der vergangenen Tage.,The previous silence was indeed a reaction to the events of previous days.
"Der Bergbaumagnat, der sich in einer gerichtlichen Auseinandersetzung über die Zahlung von 6 Millionen Dollar an CO2-Steuer befindet, stellte die Behauptung auf, als er Fragen vom Tisch wischen wollte, ob er sich in einem Konflikt befände.","The mining magnate, who is in a dispute about paying a $6 million carbon tax bill, made the claim as he tried to brush off questions about whether he had a conflict."
Gericht blockiert Entscheidung zur Stop-and-Frisk-Richtlinie des NYPD,Court blocks ruling on NYPD stop-and-frisk policy
Ampel auf Dauerrot: Auf Wartezeit achten,Traffic lights permanently red: observe waiting time
Ihr neues Album „Prism“ landete auf Anhieb auf Platz 1 diese Woche.,"Her new album, ""Prism,"" debuted at No. 1 this week."
Die Kluser-Ampel sichere sowohl Radfahrer als auch Busfahrgäste und die Bergle-Bewohner.,"The Kluser lights protect cyclists, as well as those travelling by bus and the residents of Bergle."
"Unter anderem müssen die Städte und Gemeinden, die Zuschüsse beantragen, bestimmte Hebesätze vorweisen.","Among other requirements, the towns and municipalities applying for the subsidies must levy certain municipal rates."
"Die Operationen finden normalerweise in einer Schule, dem Rathaus oder einer Wohnung statt; nach dem Eingriff stehen die Patienten auf und gehen in den Erholungsbereich, um Platz zu machen für den Nächsten.","Operations are usually done in a schoolhouse, town hall or home; after the procedure, patients get up and walk to the recovery area to make way for the next person."
"Vollkommen Fremde in der Arena hielten ihn für so phänomenal, dass sie mit ihm fotografiert werden wollten.",Complete strangers in the arena all thought he was so phenomenal they wanted photos taken with him.
"Falls die Anti-EU-Parteien bei diesen Wahlen gut abschneiden – und das ist sehr gut möglich –, dann könnte erstmals ein solcher Block das Europäische Parlament dominieren.","If, as is very possible, anti-EU parties do well in these elections, such a bloc could dominate the European Parliament for the first time."
"Die Rolle des Santiago, dem alten Mann in Hemingways Novelle ""Der alte Mann und das Meer"", ist Horst Janson auf den Leib geschnitten.","The role of Santiago, the old man in Hemingway's novel ""The Old Man and the Sea"", is perfectly suited to Horst Janson."
"Doch seit Edward Snowden, der zum Whistleblower gewordene einstige Mitarbeiter, mit der Veröffentlichung seines Füllhorns an US-amerikanischen Überwachungsgeheimnissen begonnen hat, sind sich europäische Regierungen und Unternehmenschefs nicht mehr sicher, ob sie den Direktor beim Wort nehmen können.","But ever since Edward Snowden, the contractor turned whistleblower, began releasing his treasure trove of US surveillance secrets, European governments and business leaders are no longer sure whether to take the director at his word."
