source,reference,hypothesis,chrf,bertscore_p,bertscore_r,bertscore_f1,glossary_hits,glossary_misses,capitalised_noun_count,separable_verb_count,error_category
Der frühere US-Geheimdienstexperte Edward Snowden könnte in der US-Spähaffäre um Bundeskanzlerin Angela Merkel auch in seinem russischen Asyl Aussagen machen.,"The former US intelligence expert, Edward Snowden, may make further statements regarding the US espionage scandal involving Federal Chancellor, Angela Merkel, from his Russian asylum.",Former US intelligence expert Edward Snowden could also make statements in his Russian asylum in the U.S. spying arm around Chancellor Angela Merkel.,54.58,0.9356,0.9269,0.9312,,,5,0,GOOD
Die im Jahr 1908 als Bastion säkularer Bildung errichtete Universität von Kairo hat sich in den 1970er Jahren zu einer Hochburg islamistischer Studentengruppen entwickelt.,"Established in 1908 as a bastion of secular education, Cairo University later became a stronghold of Islamist student groups in the 1970s.","Built in 1908 as a bastion of secular education, the Cairo University has developed into a stronghold of Islamist student groups in the 1970s.",78.81,0.979,0.9786,0.9788,,,7,0,GOOD
"Syrien habe wichtige Einrichtungen zur Herstellung von Chemiewaffen und Gitftgasmunition zerstört, erklärte die globale Überwachungsgruppe für Chemiewaffen am Donnerstag, während es im Norden des Landes zu schweren Zusammenstößen in der Nähe eines der Standorte kam, an denen mutmaßlich giftige Substanzen gelagert werden.","Syria has destroyed critical equipment for producing chemical weapons and poison gas munitions, the global chemical weapons watchdog said Thursday as fierce clashes raged in the country's north, close to one of the sites where toxic agents are believed to be stored.","Syria has destroyed important chemical weapons and gitft gas ammunition facilities, the global chemical weapons monitoring group said on Thursday, while serious clashes have occurred in the north of the country near one of the sites where toxic substances are suspected to be stored.",59.21,0.9377,0.9404,0.9391,,,13,0,GOOD
"Ob ich mit 18 hätte verstehen sollen, dass die Regierungsarbeit den ihr vorangehenden politischen Kampagnen widersprechen könnte.","If, at 18 years old, I was supposed to figure out that governance may contradict the political campaigns that precede it.",Whether I should have understood at 18 that the government's work could contradict the political campaigns that preceded it.,53.03,0.9374,0.9294,0.9334,,,2,0,GOOD
"„Bei Alex Turner wurde eine Kehlkopfentzündung diagnostiziert, weshalb er leider nicht auftreten kann.“","""Alex Turner has been diagnosed with laryngitis and is regrettably not able to perform.""","""A larynx infection was diagnosed with Alex Turner, which is why he can't occur.",35.37,0.9099,0.8995,0.9046,,,1,0,REVIEW
"Andere erhalten Krücken, gespendete Brillen oder kostenlose Geburtsurkunden – ein Dokument, das für die Schule erforderlich ist, sich aber viele arme Familien einfach nicht leisten können.","Others might receive crutches, a pair of donated eyeglasses or free birth certificates -- documentation that's required for school but that many impoverished families simply can't afford.","Others receive crutches, donated glasses or free birth certificates – a document that is required for school, but many poor families simply cannot afford.",63.9,0.9796,0.9622,0.9708,,,6,0,GOOD
Union und SPD haben ihre Koalitionsverhandlungen mit den Themen Inneres und Justiz fortgesetzt.,"Union and SPD have continued their coalition negotiations, addressing the topics of internal affairs and justice.",Union and SPD continued their coalition negotiations with the issues of home affairs and justice.,65.05,0.9762,0.9704,0.9733,,,5,0,GOOD
"Die Eltern des Teenagers sagten, sie hofften, dass die Videoaufzeichnungen Hinweise darauf enthielten, wie er gestorben sei.",The teenager's parents said they hope the video footage will contain clues to how he died.,The teenager's parents said that they hoped that the video recordings contained clues as to how he died.,69.58,0.9747,0.9828,0.9787,,,4,0,GOOD
"Die staatliche Mineralölsteuer von 18,4 Cent pro Gallone (weniger als 4 Eurocent pro Liter) ist seit 20 Jahren nicht gestiegen.","The federal tax itself, 18.4 cents per gallon, hasn't gone up in 20 years.",The State mineral oil tax of 18.4 cents per gallon (less than 4 euro cents per litre) has not increased in 20 years.,48.93,0.9153,0.9517,0.9331,,,5,0,GOOD
Die Feuerwehrleute waren großartig.,The firefighters were brilliant.,The firemen were great.,29.12,0.9572,0.9675,0.9623,,,1,0,FLUENCY
"Statt Burgern, Rühreiern oder Gummibären hinterherzutrauern, habe der Veganer schnell ganz neue Produkte entdeckt, die Begeisterung stieg an.","Rather than missing burgers, scrambled eggs or gummi bears, the vegan has quickly discovered entirely new products that really inspire him.","Instead of mourning burgers, scrambled eggs or gummy bears, the vegan quickly discovered completely new products, the enthusiasm increased.",61.97,0.9346,0.9368,0.9357,,,6,0,GOOD
"Im Zentrum standen Handygespräche der Angeklagten und weiterer Personen, die die Polizei abgehört hatte.","The central point of focus was on mobile phone conversations between the accused and third parties, which the police had intercepted.",The focus was on cell phone calls from the defendants and other people who had been intercepted by the police.,36.58,0.9461,0.9429,0.9445,,,5,0,FLUENCY
Der LAX-Flughafen von Los Angeles ist einer größten Flughafen der USA.,The Los Angeles LAX airport is one of the largest airports in the USA.,Los Angeles LAX Airport is one of the largest airports in the United States.,82.11,0.9776,0.9776,0.9776,,,2,0,GOOD
"„Unsere derzeitigen Richtlinien sehen vor, dass elektronische Geräte beim Start und der Landung nicht verwendet werden dürfen, und wir haben zurzeit keine Pläne, das zu ändern“, erklärte das Unternehmen.","""Our current policy is that electronic devices cannot be used during take-off and landing and we have no immediate plans to change that,"" it said.","""Our current guidelines provide that electronic devices may not be used during take-off and landing, and we currently have no plans to change that,"" the company explained.",68.32,0.971,0.9756,0.9733,,,6,0,GOOD
"Zwei Ermittlungsbeamte folgten dem Verdächtigen und sahen, wie er zu Dittas Haus ging und dort die Drogen mit einer Reinheit von 60 Prozent in einem schwarzen Golfhandschuh unter die Mülltonne des Anwalts legte.",Two detectives trailed the suspect and spotted him arriving at Ditta's house in and was seen to place the drugs which had a purity of 60 per cent under the lawyer's bins in a black golf glove.,Two investigators followed the suspect and saw him go to Ditta's house and put the drugs there with a purity of 60 percent in a black golf glove under the lawyer's trash can.,56.44,0.9487,0.9357,0.9421,,,9,0,GOOD
An der Bedeutung für die Stadt und den Fußballclub büßte die offizielle Einweihungsfeier für den Kunstrasensportplatz trotz der kalten Witterung und dem Regen nichts ein.,"The official inaugural ceremony for the astro-turf sports field did not wane in significance for the town and the football club, in spite of the cold weather and rain.","In spite of the cold weather and the rain, the official inauguration ceremony for the artificial grass sports field did not lose any of its importance for the city and the football club.",68.3,0.9592,0.9573,0.9582,,,7,0,GOOD
"Fluglinien bieten Passagieren schon seit einigen Jahren Wi-Fi, wenn die Flughöhe erreicht ist.",Airlines have been offering Wi-Fi use at cruising altitudes to passengers for several years.,Airlines have been offering Wi-Fi to passengers for several years when the altitude is reached.,75.67,0.9625,0.9643,0.9634,,,4,0,GOOD
"In den von Snowden durchgesickerten Dokumenten gab es allerdings bisher keinen Beleg, dass die USA die Betriebsgeheimnisse ausländischer Unternehmen an eigene Firmen weitergegeben haben.","In all the documentation leaked by Mr Snowden, there has, however, been no evidence to date that the US has passed on foreign companies' trade secrets to its own companies.","In the documents leaked by Snowden, however, there has been no evidence to date that the US has passed on the trade secrets of foreign companies to its own companies.",78.72,0.9802,0.9714,0.9758,,,6,0,GOOD
"""Einen absoluten Schutz gibt es nicht, aber eine relative Verbesserung können wir erzielen"", so Häußler.","""There is no such thing as absolute protection, but we can attempt to make a relative improvement,"" said Häußler.","""There is no absolute protection, but we can achieve a relative improvement,"" says Häußler.",69.62,0.984,0.9588,0.9712,,,2,0,GOOD
"Stattdessen hat das Eurosystem seine Mitglieder auf Wechselkurse festgenagelt, die für deutsche Exporteure vorteilhaft sind – und das möchten deutsche Politiker gern so lassen.","Rather, the euro system locked in its members at exchange rates favourable to German exporters - something German politicians want to keep.","Instead, the Eurosystem has pinned its members on exchange rates that are beneficial to German exporters – and that is what German politicians would like to leave.",54.93,0.9387,0.949,0.9438,,,5,0,GOOD
"„Wir sind deshalb in der heutigen Lage, weil die Labor-Staatsregierung 430 Millionen Dollar aus dem Gesundheitssystem abgezogen hat“, sagte er gegenüber ABC TV.","""The reason we are here is that the Labor State Government ripped $430 million out of its health system,"" he told ABC TV.","""We are in a position today because the Labor Government has withdrawn 430 million dollars from the health system,"" he told ABC TV.",53.52,0.9452,0.9388,0.942,,,6,0,GOOD
"Nach fünf Jahren robusten Wachstums seit der globalen Finanzkrise und billigen Krediten aufgrund einer lockeren Finanzpolitik in den entwickelten Wirtschaftsräumen suchen Familien mit geringeren und mittleren Einkommen Pfandhäuser auf, um so bei stotternder Wirtschaft den Unterschied auszugleichen.","After five years of robust growth since the global financial crisis, and cheap credit fuelled by loose monetary policy in advanced economies, lower- and middle-income families are turning to pawn shops to make up the difference as their economies slow.","After five years of robust growth since the global financial crisis and cheap loans due to a loose fiscal policy in the developed economic areas, families with lower and middle incomes are looking for pawnshops to compensate for the difference in the stuttering economy.",61.35,0.9471,0.9503,0.9487,,,11,0,GOOD
"Seine Kokainabhängigkeit führte zu einer hoffnungslosen Kompromittierung und machte ihn empfänglich für die Motive führender Mitglieder der organisierten Kriminalität, die ihn beauftragten, wertvolle Informationen über polizeiliche Ermittlungen einzuholen.",His addiction to cocaine left him hopelessly compromised and vulnerable to the motives of leading members of organised crime groups who tasked him to obtain valuable information regarding police investigations.,"His cocaine addiction led to a hopeless compromise and made him receptive to the motives of leading members of organised crime, who instructed him to obtain valuable information on police investigations.",69.42,0.956,0.9566,0.9563,,,7,0,GOOD
"Für alle kleinen Detektive bietet das Freilichtmuseum am Samstag und am Sonntag, jeweils um 12 und 14 Uhr, eine Rätselführung durch das Museum an.","For any miniature detectives, the open air museum will be offering a mystery tour through the museum on Saturday and Sunday, at midday and 2.00 p.m. respectively.","For all small detectives, the open-air museum offers a puzzle tour through the museum on Saturday and Sunday, at 12 and 2 p.m.",55.72,0.9513,0.9391,0.9452,,,7,0,GOOD
"Gregor Kühn, Fachplaner des beauftragten Ingenieurbüros Wald und Corbe aus Hügelsheim, der das Konzept vorstellte, betonte, dass es das Zusammenspiel aller vorgestellten Maßnahmen benötige, um in der Summe das gewünschte Ziel zu erreichen.","Gregor Kühn, technical planner at the commissioned engineering company, Hügelsheim-based 'Wald und Corbe', who presented the concept, emphasised that it required the interplay of all proposed measures, in order that their sum might achieve the desired goal.","Gregor Kühn, specialist planner of the commissioned engineering office Wald and Corbe from Hügelsheim, who presented the concept, stressed that it needed the interaction of all the measures presented in order to achieve the desired overall goal.",58.64,0.9588,0.9455,0.9521,,,9,0,GOOD
